ra,dec,TIC,2mass_id,KIC,Reinhold,McQuillan,Claytor ,Oelkers,Newton 2016,Newton 2018,Bouma,Walkowicz
282.1178211,46.2239547,123444694,18482828+4613261,9569711,,,,,,,13.23,
299.6604865,46.1984679,269032792,19583851+4611543,9549648,,,,,,,7.61,
294.1533505,46.1663976,270855225,19363680+4609591,9532052,,,,,,,10.39,
293.7280695,46.1291139,270698499,19345473+4607449,9530945,,,,,,,10.45,
293.2135155,46.1751457,275575525,19325125+4610304,9529744,,,,,,,,
292.4870063,46.196187,63289259,19295686+4611463,9527915,,,,,,,,
287.4776359,46.1411685,158487108,19095463+4608282,9517393,,,,,,,,
297.4144457,46.0608077,273132601,19493945+4603389,9480535,,,,,,,,
297.3523076,46.0959309,273132513,19492455+4605453,9480310,,,,,,,,
297.0456122,46.0273893,272845785,19481095+4601385,9479273,,,,,,,,
294.5668577,46.0757312,271164778,19381606+4604328,9472000,,,,,,,15.37,
294.5589885,46.0623952,271164755,19381420+4603443,9471974,,,,,,,,
293.3116962,46.0416516,275575346,19331480+4602301,9468551,,,,,,,,
292.8722515,46.098729,63452310,19312934+4605559,9467404,,,,,,,,
292.58042,46.0973588,63362772,19301930+4605506,9466668,,,,,,,14.92,
292.4779428,46.022821,63288941,19295471+4601222,9466429,,,,,,,21.19,
289.0775348,46.0051696,158935283,19161861+4600187,9458613,,,,,,,,
288.9240901,46.0575865,158842046,19154176+4603274,9458343,,,,,,,,
287.4711817,46.0805706,158487028,19095309+4604503,9455677,,,,,,,,
285.1899439,46.0280596,164881786,19004559+4601406,9451706,,,,,,,9.76,
284.5557853,46.0638865,164725204,18581337+4603497,9450647,,,,,,,8.3,
282.4229401,46.0139761,123448077,18494152+4600504,9447166,,,,,,,,
296.0642702,45.9767647,272083669,19441541+4558366,9415172,,,,,,,,
295.1753619,45.9308594,271546110,19404209+4555512,9412623,,,,,,,,
294.613689,45.9846265,271164596,19382727+4559046,9411166,,,,,,,,
294.5132465,45.9816453,271042217,19380317+4558539,9410930,,,,,,,19.81,
293.0181882,45.9147063,240179452,19320438+4554528,9406990,,,,,,,,
287.7938184,45.9802492,158559861,19111052+4558488,9395719,,,,,,,,
287.4052661,45.917979,158486842,19093727+4555048,9395024,,,,,,,,
285.4354695,45.975959,351909828,19014452+4558336,9391506,,,,,,,,
285.2467607,45.95011,164891482,19005920+4557007,9391208,,,,,,,19,
284.9219608,45.9723265,164832454,18594123+4558206,9390653,,,,,,,,
299.8617842,45.8274232,269270853,19592683+4549384,9366617,,,,,,,,
299.2370531,45.8347781,268612417,19565686+4550049,9364609,,,,,,,23.92,
299.1362435,45.8699582,268612521,19563267+4552117,9364290,,,,,,,,
296.0540705,45.8270447,272083995,19441297+4549373,9353742,,,,,,,22.46,
294.6940261,45.866809,271255614,19384657+4552006,9349757,,,,,,,20.46,
294.5956256,45.8750556,271164394,19382298+4552301,9349482,,,,,,,,
294.0230229,45.8530535,270788519,19360552+4551110,9347899,,,,,,,,
300.1023512,45.7621918,239277658,20002456+4545437,9305831,,,,,,,,
293.7432102,45.7615507,270699185,19345838+4545417,9285568,,,,,,,,
293.6297645,45.7406293,270617233,19343114+4544263,9285265,,,,,,,,
291.5852554,45.7158742,62999585,19262044+4542568,9280239,,,,,,,22.74,
291.3546278,45.7478551,159723305,19252511+4544524,9279669,,,,,,,,
290.5921293,45.7372184,159396818,19222209+4544136,9277896,,,,,,,10.05,
287.6354587,45.7160327,158492133,19103251+4542578,9272070,,,,,,,,
287.4527659,45.7043964,158486560,19094866+4542158,9271752,,,,,,,,
285.967897,45.7390789,158112888,19035229+4544206,9269281,,,,,,,,
283.5742181,45.7348003,164527012,18541781+4544052,9264949,,,,,,,,
300.3440482,45.6231826,239287622,20012257+4537235,9244508,,,,,,,,
296.196155,45.6343124,272275278,19444707+4538035,9230021,,,,,,,,
296.0756231,45.6270165,272084528,19441816+4537374,9229657,,,,,,,,
291.2503022,45.6550536,159646633,19250006+4539182,9216775,,,,,,,25.73,
288.2076012,45.6834463,158665571,19124983+4541005,9210387,,,,,,,,
287.7982699,45.6567655,158559417,19111156+4539241,9209624,,,,,,,,
285.691955,45.6893993,352013661,19024607+4541218,9205938,,,,,,,,
285.6737597,45.6398375,352013607,19024170+4538235,9205907,,,,,,,,
300.9354067,45.5964836,185062313,20034449+4535475,9183378,,,,,,,15.19,
296.3931945,45.568533,272366748,19453436+4534068,9166862,,,,,,,,
293.0571982,45.5511266,275490218,19321373+4533042,9157634,,,,,,,,
287.9179379,45.5928829,158626833,19114030+4535343,9146018,,,,,,,21.28,
285.5547895,45.578842,352013543,19021315+4534438,9141746,,,,,,,,
285.3490542,45.5561768,164891054,19012375+4533222,9141355,,,,,,,,
300.3161723,45.4953271,239287963,20011589+4529434,9117416,,,,,,,15.86,
296.0642944,45.4285986,272085033,19441543+4525430,9101496,,,,,,,15.1,
295.9049795,45.4054296,272073436,19433720+4524195,9100953,,,,,,,,
293.2045009,45.4353919,275490412,19324908+4526074,9092504,,,,,,,29.15,
290.8714239,45.4102813,159520040,19232913+4524370,9086251,,,,,,,10.24,
290.5903907,45.4396955,159439931,19222169+4526229,9085563,,,,,,,,
286.3600604,45.4142664,158269049,19052642+4524514,9077124,,,,,,,,
286.2716827,45.4408055,158212755,19050519+4526269,9076971,,,,,,,26.48,
286.0049121,45.4803043,158113449,19040119+4528494,9076513,,,,,,,,
283.5967317,45.4078654,164555061,18542320+4524283,9072190,,,,,,,,
283.2920273,45.4339813,164522726,18531011+4526028,9071593,,,,,,,,
282.6998783,45.4257884,123496782,18504798+4525327,9070666,,,,,,,,
295.9261101,45.383869,272073383,19434226+4523019,9034103,,,,,,,,
295.0485389,45.3426781,271427581,19401164+4520336,9031209,,,,,,,6.31,
293.9739359,45.3507167,270787590,19355374+4521025,9027909,,,,,,,,
293.5738933,45.3844919,270616541,19341774+4523043,9026749,,,,,,,,
293.2815266,45.3096572,275574174,19330757+4518348,9025971,,,,,,,,
291.880018,45.3878419,63066763,19273121+4523165,9022166,,,,,,,21.2,
291.5080318,45.3700933,159762011,19260195+4522125,9021075,,,,,,,,
289.5063796,45.3709728,159096688,19180152+4522155,9015738,,,,,,,10.73,
287.8055442,45.3405371,158559018,19111333+4520259,9011825,,,,,,,20.04,
286.9497376,45.3537626,158325998,19074793+4521137,9009953,,,,,,,16.95,
286.5436691,45.3048716,158274583,19061047+4518175,9009036,,,,,,,9.69,
283.754777,45.335125,164559875,18550115+4520066,9003401,,,,,,,,
283.2125621,45.3496992,164458488,18525105+4520595,9002278,,,,,,,29.9,
297.7119299,45.261985,273383120,19505084+4515429,8972058,,,,,,,13.83,
294.9735313,45.2136867,271352188,19395364+4512492,8962094,,,,,,,,
294.266325,45.2042317,270955277,19370392+4512155,8959839,,,,,,,,
291.2042027,45.2383344,159647359,19244900+4514182,8951205,,,,,,,,
291.074684,45.242544,159580625,19241792+4514333,8950853,,,,,,,16.19,
284.2096557,45.258082,164670571,18565031+4515290,8935810,,,,,,,,
283.5441984,45.2256548,164527535,18541059+4513319,8934495,,,,,,,,
283.345611,45.2743573,164522561,18532297+4516280,8934103,,,,,,,,
295.3496546,45.1145372,271665352,19412392+4506523,8895758,,,,,,,,
294.1891824,45.1515263,270857274,19364542+4509056,8892157,,,,,,,,
294.043399,45.1398201,270857293,19361041+4508232,8891684,,19.794,,,,,19.63,
293.7968548,45.1607261,270700335,19351124+4509386,8890924,,,,,,,,
293.7471107,45.1071981,270700432,19345930+4506259,8890783,,,,,,,26.12,
291.841341,45.179185,63066410,19272191+4510450,8885643,,,,,,,,
291.0923621,45.1155087,159580427,19242216+4506559,8883593,,,,,,,,
290.995205,45.192188,159580535,19235886+4511319,8883329,,,,,,,,
289.8287452,45.1026883,159177232,19191890+4506099,8880123,,,,,,,,
289.0009451,45.1542968,158934047,19160021+4509153,8878187,,,,,,,,
286.7485252,45.1587234,158320130,19065965+4509314,8873450,,3.39,,,,,3.36,
283.1618831,45.198336,164458639,18523886+4511539,8866137,,,,,,,,
300.2066441,45.0182402,239275865,20004946+4501053,8845205,,,,,,,,
294.6129869,45.060174,271162671,19382712+4503366,8826168,,,,,,,24.69,
294.5536825,45.0813011,271162715,19381291+4504530,8826007,,,,,,,35.18,
294.1038932,45.0013533,270857590,19362494+4500051,8824737,,,,,,,28.74,
293.2300178,45.053364,275573748,19325518+4503119,8822366,,,,,,,,
286.0471442,45.0532038,158172348,19041131+4503115,8806123,,,,,,,,
285.6558336,45.0794516,352012975,19023742+4504464,8805348,,,,,,,,
285.0360506,45.0709909,164831457,19000866+4504158,8804283,,,,,,,,
283.4532068,45.0840729,164527695,18534876+4505029,8801316,,,,,,,,
283.2568116,45.0876823,164522394,18530163+4505159,8800954,,,,,,,,
300.3323404,44.9861065,239289191,20011977+4459100,8780959,,,,,,,,
298.2026236,44.9258585,273866337,19524862+4455329,8773015,,,,,,,,
294.3363936,44.9182296,270954695,19372075+4455058,8760040,,,,,,,,
293.6393065,44.9825447,270615772,19343345+4458571,8758204,,,,,,,,
293.5004955,44.9324455,270521167,19340011+4455568,8757824,,,,,,,7.47,
291.8481764,44.9682807,63066101,19272353+4458056,8753657,,,,,,,,
291.2250888,44.9272918,159647910,19245404+4455385,8751933,,,,,,,,
291.1732806,44.9210836,159647919,19244159+4455160,8751796,,,,,,,6.49,
288.5151733,44.9232545,158789121,19140364+4455236,8745553,,,,,,,,
286.9668086,44.9924315,158326424,19075204+4459329,8742590,,,,,,,39.57,
284.7780883,44.9167513,164785771,18590674+4455004,8738775,,,,,,,,
284.7548499,44.95605,164785720,18590116+4457217,8738735,,,,,,,8.09,
282.2501047,44.921002,123417850,18490005+4455160,8733898,,,,,,,,
298.9368228,44.8578644,268481319,19554489+4451284,8711794,,,,,,,,
296.0071956,44.8535698,272172942,19440169+4451123,8700771,,,,,,,,
293.2609013,44.8688656,275573429,19330262+4452080,8692861,,,,,,,,
292.0204349,44.8762427,63074840,19280490+4452343,8689793,,,,,,,,
291.8419337,44.858124,63065911,19272207+4451291,8689373,,,,,,,,
291.7172776,44.8873466,63000832,19265215+4453143,8689031,,,,,,,,
290.7300141,44.836128,159451957,19225519+4450100,8686373,,,,,,,5.32,
290.6249953,44.8737757,159452015,19223006+4452262,8686097,,,,,,,,
290.4120774,44.8993227,159386728,19213888+4453575,8685497,,,,,,,,
288.8865895,44.8394672,158843824,19153279+4450223,8681833,,,,,,,28.39,
288.8339659,44.838198,158843826,19152016+4450176,8681734,,,,,,,,
288.4474035,44.8017616,158727691,19134737+4448060,8680979,,,,,,,,
300.4310076,44.7510129,239307743,20014344+4445036,8653134,,,,,,,5.05,
298.0954404,44.7370612,273690208,19522290+4444134,8644365,,,,,,,,
298.0794448,44.746248,273690178,19521906+4444467,8644288,,,,,,,16.4,
296.022301,44.7326691,272173269,19440534+4443575,8636600,,,,,,,16.19,
295.9755645,44.7133739,271970605,19435413+4442484,8636434,,,,,,,10.06,
295.9482766,44.753096,271970692,19434758+4445112,8636333,,,,,,,,
294.3909489,44.7629523,271044777,19373385+4445466,8631504,,,,,,,,
294.1081465,44.7706524,270858032,19362596+4446145,8630788,,,,,,,,
293.4548441,44.7927823,270521439,19334916+4447340,8628973,,,,,,,,
293.3722109,44.7851812,275573295,19332934+4447064,8628758,,,,,,,27.38,
292.2203009,44.6999902,63126989,19285287+4442001,8625925,,,,,,,,
290.216689,44.7795863,159304134,19205200+4446468,8620402,,,,,,,17.47,
288.9555263,44.705707,158844032,19154931+4442205,8617363,,,,,,,,
286.9712284,44.7082669,158326744,19075310+4442298,8613535,,,,,,,,
286.5747697,44.7951858,158275161,19061795+4447427,8612847,,,,,,,,
286.0261113,44.7828571,158114249,19040626+4446583,8611832,,,,,,,,
286.0029904,44.7565551,158114283,19040071+4445237,8611781,,,,,,,,
285.7174414,44.7583487,279913347,19025218+4445303,8611257,,,,,,,26.85,
284.6772402,44.7976401,164779321,18584254+4447516,8609450,,,,,,,,
301.5430397,44.6056251,185336831,20061031+4436202,8591693,,,,,,,,
299.2216728,44.6939033,268608781,19565318+4441379,8583696,,,,,,,,
297.9541684,44.6674491,273690421,19514899+4440029,8578780,,,,,,,21.21,
296.5166659,44.6086233,272491028,19460399+4436309,8573193,,,,,,,,
296.4358022,44.6415369,272369124,19454459+4438296,8572936,,,,,,,,
295.6292745,44.6905815,271770315,19423102+4441262,8570333,,,,,,,43.32,
293.882901,44.6380717,270786157,19353190+4438171,8565266,,,,,,,,
291.653163,44.6882613,63001143,19263676+4441177,8559644,,,,,,,16.22,
291.4742443,44.6834119,159763320,19255383+4441006,8559152,,,,,,,,
291.0571451,44.632306,159579593,19241372+4437565,8558011,,,,,,,,
290.8241931,44.6472832,159521326,19231780+4438498,8557374,,,,,,,,
289.8312418,44.6098415,159178000,19191949+4436355,8554701,,,,,,,,
288.9716297,44.6246451,158933249,19155319+4437283,8552719,,,,,,,,
286.2246453,44.6544869,158213683,19045391+4439160,8547429,,,,,,,,
284.8280577,44.6086451,164786156,18591872+4436314,8544992,,,,,,,30.85,
283.8450963,44.6090251,164560648,18552283+4436327,8543100,,,,,,,,
282.3775397,44.694569,123449386,18493060+4441405,8540376,,,,,,,,
296.1589897,44.5630457,272272564,19443816+4433472,8507475,,,,,,,10.68,
291.8812445,44.5557587,63010574,19273150+4433206,8495415,,,,,,,,
291.5788505,44.5316825,159763595,19261895+4431541,8494617,,,,,,,,
291.5494119,44.5272788,159763602,19261186+4431382,8494542,,,,,,,,
291.4945795,44.5234227,159763612,19255870+4431246,8494410,,,,,,,,
291.3877397,44.5290465,159721091,19253306+4431447,8494142,,,,,,,,
290.6011085,44.5563604,159441326,19222427+4433229,8492026,,,,,,,19.69,
290.3581592,44.5187225,159384648,19212595+4431075,8491277,,,,,,,,
285.2956462,44.5527542,164889945,19011098+4433099,8481129,,,,,,,42.43,
284.9724842,44.5674794,164830907,18595340+4434031,8480582,,,,,,,,
284.7882977,44.5916225,164786172,18590919+4435300,8480285,,,,,,,,
300.4882018,44.4606698,239306899,20015716+4427384,8459663,,,,,,,12.02,
299.7047433,44.4357068,269119490,19584914+4426087,8456679,,,,,,,,
294.9805416,44.4252384,271350547,19395534+4425310,8439323,,,,,,,25.37,
293.7419543,44.4482521,270701667,19345800+4426539,8435766,,12.588,,,,,,
291.8863206,44.4790319,63010445,19273272+4428443,8430964,,,,,,,,
291.2681037,44.4881624,159721015,19250434+4429174,8429314,,,,,,,,
289.2744976,44.4704056,158989438,19170588+4428129,8424002,,,,,,,9.33,
285.703595,44.4221528,279913760,19024883+4425192,8417078,,,,,,,,
285.4106549,44.4122318,351911398,19013855+4424439,8416523,,,,,,,19.51,
284.6753857,44.4177225,164778883,18584209+4425039,8415200,,,,,,,,
282.2001207,44.4222795,123417308,18484802+4425202,8410727,,,,,,,,
282.1856949,44.4344617,123417316,18484459+4426041,8410697,,,,,,,,
281.2957984,44.4654063,123312978,18451099+4427554,8409295,,,,,,,,
301.5785316,44.3121639,185335907,20061885+4418438,8397947,,,,,,,,
300.864006,44.3375497,184997417,20032735+4420151,8395660,,,,,,,22.51,
300.5171067,44.3815508,239306681,20020411+4422536,8394721,,,,,,,4.71,
297.0191018,44.3274936,272940104,19480459+4419390,8381204,,,,,,,,
296.8948517,44.3717429,272719153,19473476+4422184,8380709,,,,,,,,
292.42737,44.3812406,63286249,19294257+4422525,8367113,,,,,,,,
290.4714596,44.3870422,159441621,19215312+4423135,8361905,,,,,,,,
289.6079433,44.3454347,159098316,19182590+4420435,8359498,,,,,,,16.57,
286.1185888,44.3452063,158171456,19042848+4420430,8352537,,,,,,,33.75,
284.4824281,44.397891,164726946,18575579+4423529,8349582,,,,,,,17.11,
281.2797173,44.3154743,123235018,18450713+4418559,8344004,,,,,,,,
301.2786852,44.2505116,185184560,20050688+4415019,8331612,,,,,,,8.08,
298.4501035,44.2840193,274126997,19534802+4417024,8321314,,,,,,,26.08,
296.003752,44.2775861,272174474,19440088+4416392,8311864,,,,,,,,
289.3473634,44.2084445,159046962,19172334+4412307,8292840,,,,,,,7.33,
287.4774867,44.2374702,158484518,19095458+4414150,8288947,,,,,,,,
284.2194566,44.2685146,164671591,18565266+4416067,8282846,,,,,,,19.79,
283.0029316,44.284108,164414655,18520071+4417032,8280511,,,,,,,,
281.7663511,44.2924898,123362050,18470393+4417331,8278371,,,,,,,33.53,
300.7324154,44.1070231,184998205,20025577+4406254,8263545,,,,,,,,
299.9656619,44.1608805,239238425,19595175+4409392,8260902,,,,,,,,
298.9721472,44.1323499,268483792,19555332+4407565,8257205,,,,,,,17.85,
298.6356478,44.1709388,268159158,19543255+4410153,8255887,,,,,,,,
294.4843821,44.1669355,271046092,19375625+4410008,8240904,,,,,,,,
294.4536991,44.1457626,271046140,19374888+4408447,8240797,,,,,,,19.53,
292.7734523,44.178088,63449012,19310561+4410412,8235924,,,,,,,,
291.9336573,44.1154992,63076026,19274407+4406558,8233702,,,,,,,,
291.1987905,44.1662033,159649308,19244771+4409584,8231667,,22.487,,,,,21.81,
290.825835,44.1838993,159522175,19231824+4411027,8230616,,,,,,,,
290.503599,44.1436249,159442087,19220086+4408368,8229696,,,,,,,18.06,
289.5947633,44.1418114,159098652,19182274+4408310,8226994,,,,,,,36.96,
287.5931997,44.1794278,158494681,19102237+4410459,8222813,,,,,,,19.69,
285.6729033,44.1167513,352011875,19024148+4407002,8219268,,,,,,,,
280.5116813,44.1593503,123126460,18420282+4409336,8210018,,,,,,,,
300.9295551,44.028671,185057567,20034310+4401436,8197343,,,,,,,,
299.7964955,44.0892448,269264648,19591114+4405215,8193178,,,,,,,,
299.4070341,44.0350387,268823307,19573768+4402061,8191672,,,,,,,,
297.3473326,44.0269249,273138666,19492337+4401370,8183288,,,,,,,23.7,
294.8438103,44.0776872,271259677,19392251+4404396,8174625,,,,,,,27.99,
292.7144796,44.0822816,63366291,19305146+4404564,8168187,,,,,,,,
291.2429746,44.0086337,159649595,19245834+4400313,8164257,,,,,,,36.02,
291.1451576,44.0624715,159649503,19243484+4403451,8164012,,,,,,,,
290.7351869,44.091262,159450616,19225643+4405287,8162789,,,,,,,,
290.3227098,44.0358625,159381747,19211746+4402089,8161561,,,,,,,,
289.0968274,44.004364,158931258,19162324+4400157,8158127,,,,,,,,
288.153973,44.0688154,158657354,19123695+4404077,8156120,,,,,,,4.91,
285.5577888,44.0108221,352011765,19021387+4400388,8151055,,,,,,,,
280.8015188,44.0339733,123202589,18431237+4402023,8142787,,,,,,,,
299.8973341,43.9040667,269263934,19593533+4354140,8125580,,,,,,,,
298.8163801,43.9980203,268302011,19551593+4359529,8121310,,,,,,,,
295.1637592,43.9630716,271430806,19403931+4357469,8107380,,,,,,,,
295.1099549,43.9151012,271430916,19402638+4354547,8107225,,,,,,,,
294.4948769,43.9135575,271046694,19375876+4354490,8105398,,,,,,,19.78,
292.369585,43.9108663,63210324,19292869+4354389,8099138,,,,,,,,
291.0286411,43.9137055,159578257,19240686+4354492,8095441,,,,,,,21.34,
288.0764082,43.9584839,158635959,19121835+4357305,8087812,,,,,,,,
284.9630591,43.9130282,164830125,18595112+4354468,8082001,,,,,,,,
284.9057222,43.9491434,164830162,18593737+4356569,8081905,,,,,,,,
284.5320743,43.9898971,164727404,18580770+4359238,8081239,,,,,,,,
284.510214,43.9615628,164727439,18580244+4357419,8081187,,,,,,,,
283.1319153,43.956005,164459883,18523165+4357214,8078502,,,,,,,,
282.4922622,43.9802442,123490545,18495813+4358487,8077137,,,,,,,13.07,
280.3148152,43.9856885,351799800,18411557+4359085,8073806,,,,,,,,
280.2495197,43.9150665,351766604,18405986+4354542,8073705,,,,,,,22.39,
299.8211502,43.8142793,269263577,19591707+4348513,8056665,,,,,,,,
297.5885341,43.8411937,273238089,19502124+4350283,8047428,,,,,,,,
296.6368878,43.8027948,272488625,19463284+4348100,8043638,,,,,,,,
296.3079895,43.8213706,272270522,19451390+4349168,8042453,,,,,,,,
295.5360628,43.8844116,271767300,19420867+4353040,8039892,,,,,,,8.91,
294.6679021,43.8532104,271159950,19384031+4351117,8037145,,,,,,,34.22,
294.6325781,43.8076687,271159855,19383181+4348276,8037038,,,,,,,,
294.3853917,43.8254461,271046907,19373249+4349316,8036287,,,,,,,18.86,
292.395373,43.8691326,63285279,19293489+4352086,8030339,,,,,,,,
292.3215174,43.8811723,63210391,19291716+4352522,8030148,,,,,,,,
291.080133,43.8601911,159578156,19241923+4351367,8026752,,,,,,,,
290.6852287,43.8596155,159450182,19224445+4351346,8025596,,,,,,,,
